uid,post_body_text,primary_product,petrochemical_product,ff_infrastructure_OR_production,green_message,renewable_energy,emissions_reduction,false_solutions,recycling,green,brown,misc
cXH084CzvPo,"Learn more about the exciting work happening at ExxonMobil’s Baytown facility using low-carbon hydrogen and CCS. See how the technology can help reduce emissions at the complex. 
  
 

  Subscribe now: https://www.youtube.com/user/exxonmobil?sub_confirmation=1
  
 

  Meet Matt Curry, ExxonMobil’s Technical Department Head, as he and other industry experts discuss the blue hydrogen project and how it helps to provide a future for Baytown’s facility and surrounding industries.  
  
 

  Learn more at: https://corporate.exxonmobil.com/Operations/ExxonMobil-Supply
  
 

  Follow ExxonMobil for the latest updates on advancing climate solutions:
  
 

  LinkedIn: https://www.linkedin.com/company/exxonmobil/ 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1600900111856537620,"📢 New updates to $XOM corporate plan through ‘27: 
  💰 ~$17B for lower-emission initiatives; ~15%⬆️
  💪 $20B-$25B annual capital investments remain 
  📈 2X earnings and cash-flow growth potential by ‘27 versus ‘19
  Read more at https://t.co/axonapXxs9",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
4-cSfAk93Ek,"Meeting the IMO’s ambitions to reduce carbon intensity of international shipping by at least 40% by 2030, moving to 70% by 2050 will require the development of new lower-emissions fuels (LEF). 
  
 

  Paving the LEF path is not an easy task. It requires collective cross-sector collaboration and effort from all stakeholders to ensure that the maritime industry addresses the scale of these goals. 
  
 

  Where do we go from here? Industry leaders from ExxonMobil, Lloyd’s Register, MAN ES, Whitaker Tankers and SeaRiver Maritime discuss the challenges of emission reduction, future fuels options and how legislation will play a key role. 
  
 

  Chapters:
  Outlining the challenges of GHG reduction [00:26-06:17]
  Future Fuel Options [06:17-11:35]
  Legislation is key [11:35-17:54]
  Supply and port infrastructure [17:54-20:37]
  Mitigating risk with new fuels [20:37-25:06]
  
 

  To read the latest from ExxonMobil on sustainability within shipping, click here: https://www.exxonmobil.com/en/marine/our-business/sustainability",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1600897770101022720,"Subscribe today to the PP Insights newsletter learn about the expansion of healthcare portfolio, how China poised for macroeconomic recovery following reopening of the automotive sector &amp; more! https://t.co/Bx1j5BeoLj
  
 

  #polypropylene #healthcare https://t.co/aAT1FSobPP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1602331693322477568,"We want to take a minute to highlight the amazing work the @ExxonMobil team is doing in the #PermianBasin to reduce emissions and provide needed energy to countless schools, homes and businesses in the region. Learn about the project in EnergyFactor: https://t.co/xRLx53x8ec. https://t.co/txyje6Xt1k",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-T6jNTKdTQU,"The Strathcona Refinery in Canada is projected to produce 1 billion liters of diesel from renewable sources by 2024, which could help reduce up to 3 million CO2 emissions. Find out how the facility is working to meet energy needs that are sustainable for the future.
  
 

  Subscribe now: https://www.youtube.com/user/exxonmobil?sub_confirmation=1
  
 

  Discover how the collaboration between ExxonMobil and Imperial Oil at the Strathcona Refinery in Canada is pioneering renewable diesel. Listen in as Regina Davis, a Refinery Manager at Imperial, discusses the value of meeting energy needs.  
  
 

  Explore the work in the Strathcona Refinery: 
  https://corporate.exxonmobil.com/Operations/ExxonMobil-Supply
  
 

  Follow ExxonMobil for the latest updates on advancing climate solutions:
  LinkedIn: https://www.linkedin.com/company/exxonmobil/ 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
XQwDZLDvETw,"Oracle Red Bull Racing’s Max Verstappen takes on elite freestyle mountain-bike rider Matt Jones in the Esso Fuel Efficiency Challenge. 
  
 

  Join F1 commentator David Croft to find out who is the champion of champions by attaining the greatest MPG in their Honda Civics after a series of tasks.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1605295498306506783,"ExxonMobil’s Market Segment Manager, Jennifer Austin discussed how ExxonMobil helps to lead innovation &amp; the investment in nonwovens at the recent Hygienix Conference in New Orleans. Learn more: https://t.co/Z8XrrP0tVU
  
 

  #hygienix #nonwovens https://t.co/JgQFH9n3Wx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1605629222021697536,"📢 NEW ’23 Advancing Climate Solutions Progress Report. 
  
 

  We’re sharing the ways we remain determined to tackle head-on the challenge of strengthening energy supply security and reducing emissions to support a net-zero future. https://t.co/lFWdeihgxj",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1605952843638259715,"Subscribe today to the PP Insights newsletter learn about the expansion of healthcare portfolio, how China poised for macroeconomic recovery following reopening of the automotive sector &amp; more! https://t.co/oKgXm1wFPI
  
 

  #polypropylene #healthcare https://t.co/u81a0F8iWG",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1605973324315496455,How did we spend #2022? Providing a reliable supply of #energy while we continue to lower emissions. See thread below 👇. https://t.co/ctSLKitl3X,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
925007000949719_5669166596533712,"How did we spend 2022? Providing a reliable supply of energy while we continue to lower emissions. We started the year by announcing our ambition to achieve net-zero Scope 1 and 2 emissions from our operated assets by 2050. We ended it by successfully starting one of the largest advanced recycling facilities in North America. What all did we do in between? Swipe or read the links below. To read more: Net-zero ambition announced for our operated assets by 2050 for scope 1 and 2: https://exxonmobil.co/3BUvhxb Carbon capture and storage expansion funded at LaBarge, Wyoming: https://exxonmobil.co/3VmDmBw Plans to build hydrogen and carbon capture and storage projects announced at Baytown, Texas https://exxonmobil.co/3ViisU8 Top certification for methane emissions management for natural gas awarded in the Permian Basin: https://exxonmobil.co/3FLT9UR 1st cargo of certified sustainable #aviation fuel delivered to Singapore Changi Airport: https://exxonmobil.co/3WomiMT Landmark commercial agreement to transport and store CO₂ emissions signed in Louisiana: https://exxonmobil.co/3WyLVu8 Increased production in Guyana to help meet demand: https://bit.ly/3jpGlM9 Large-scale advanced recycling unit started, can now process >80M lbs. of plastic waste per year: https://exxonmobil.co/3VktHeX #netzero #carboncapture #hydrogen #methane #ccs #louisiana #energy #energysupply #advancedrecycling",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1606325509599567875,Our own Tze San Koh is always fighting for change. See a highlight below from the panel discussion she participated in during last month’s @ciieonline. #CIIE2022 #CIIE https://t.co/BOOEjXNpjA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1610316289523781632,"What are some examples of hard-to-recycle plastics?
  ❌ Food packaging
  ❌ Cosmetics
  ❌ Products made from a combination of materials like chip bags.
  
 

  Where traditional recycling covers some products, advanced recycling could help fill the gaps. See how ⤵️ 
  https://t.co/MuV2FnlB7A https://t.co/FI8TuF5Wlt",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1610663613110312964,"We’re using carbon capture and storage in Wyoming.
  
 

  Did you know we’ve captured more CO2 here to date than any other industrial facility in the world? 🌎
  
 

  Learn more about our LaBarge facility, from the senior maintenance superintendent here: ↴ 
  https://t.co/pUmdIPhsEX https://t.co/xiTDPEWGMf",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
lPJM_EfPhh0,"From resin to packaging. One simple scan is the start of seamless documentation of recyclable* packaging. 
  (*Recyclable in communities with programs and facilities in place that collect and recycle plastic film.)
  
 

  Learn more: https://www.exxonmobilchemical.com/en/resources/library/library-detail/104867/reifenhauser_case_study_en?utm_source=youtube&utm_medium=social&utm_campaign=pe_packaging&utm_content=105011",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1613192827113988096,"In this video https://t.co/SXxnJwp4eT ExxonMobil worked with Reifenhauser to demonstrate how one simple scan is the start of seamless documentation of recyclable* packaging.
  *Recyclable in communities with programs and facilities in place that collect and recycle plastic film. https://t.co/pnyHYozdFZ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1613588669415170049,"Safety and social responsibility are not things we take lightly. In fact, commitment to excellence in this area is one of our core values. Learn more here: https://t.co/ovMkPyG9mF. https://t.co/QN4qyVF4LC",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1613565004082470913,"For more than three decades, our LaBarge facility in Wyoming has been a center for #carboncapture 🌎. Hear from our safety and environment supervisor, Anne Guinard 👷‍, on the exciting work being done. https://t.co/MG8RgyYcdk https://t.co/GQK8DFcWoc",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1613243648140795904,"💪 Helping meet market demand. We’re producing more oil and gas than any other U.S. company and investing in initiatives to lower greenhouse gas emissions from our own operations – plus providing solutions to help our customers reduce theirs. https://t.co/JZjYISrdjY
  #SOAE2023 https://t.co/cYLei9mS8v",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
1615394599723307008,"How do you keep a wind turbine running smoothly? We climbed atop one with leading wind #energy researchers @windenergycan to see. 🤳
  They’re testing our lubricants for more efficient, reliable wind energy. See how we can help advance this growing industry. https://t.co/OOE445MXqQ https://t.co/7KU5sastse",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1615742945746886656,Did you hear? Mediterranean Gas has successfully completed the first phase of its market test for the Argo FSRU terminal in #Volos. Read about the project here: https://t.co/6R3uuV6K8u. https://t.co/cg83fvSmak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
NMYIZ4ANz0w,"ExxonMobil and the Wind Energy Institute of Canada are working together to develop the next generation of wind lubricants. See how the function of turbines and the progress of new technologies can help the wind industry and utility companies reduce their emissions.
  
 

  Subscribe now: https://www.youtube.com/user/exxonmob...
  
 

  Learn more about how the Wind Energy Institute of Canada and ExxonMobil are developing the next generation of wind lubricants. Discover how the collaboration is promoting innovation and advancing wind energy research. Listen in as ExxonMobil's Technology Manager, Gary Dudley and WEICAN CEO Scott Harper discuss the importance of the work and how it can benefit the future of wind energy. 
  
 

  Here’s a look at how lubricants can improve wind power:
  https://energyfactor.exxonmobil.com/e...
  
 

  Discover how we're advancing climate solutions so the world can keep moving towards a net-zero future:
  https://energyfactor.exxonmobil.com/r...
  
 

  Learn more about the importance of lubricants and how they contribute to wind energy:
  https://energyfactor.exxonmobil.com/e...
  
 

  Follow ExxonMobil for the latest updates on advancing climate solutions:
  LinkedIn: https://www.linkedin.com/company/exxo... 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
925007000949719_5767099550073749,"✅ At least 2,700 feet to 4,000 feet underground. ✅ A three-tier system of technologies to monitor sites for leaks. ✅ Far enough away from fault lines and earthquake-prone areas. These are some of the factors Dr. Ganesh Dasari considers when selecting suitable storage sites for CO2. He’s leading the team designing some of the infrastructure for our #carboncapture and storage (CCS) opportunities near Houston and is key to evaluating safe and permanent CO2 storage sites. Learn more about the process ⤵️ https://exxonmobil.co/3j87C6k",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
925007000949719_5770229969760707,"🔨🏗️ Construction moves forward on the largest renewable diesel facility in Canada. The Strathcona facility received a $560M investment from our majority-owned affiliate Imperial Oil today. With expected start-up in 2025, the Strathcona facility will: 🛢️ Produce up to 20K barrels of renewable diesel a day primarily from locally sourced feedstocks ⚡ Use low-carbon hydrogen with #carboncapture and storage technology 👷 ~600 direct construction jobs, along with hundreds more by business partners “The Strathcona project is another example of how we are investing in advantaged facilities and applying our leading technology and decades of experience to develop lower-emission solutions for customers,” said Karen McKee, president of ExxonMobil Product Solutions. “We continue to focus investments on markets like Canada, where well-designed policies support technologies that reduce life cycle emissions.” The facility is a part of our plans through 2027 to invest ~$17 billion in lower-emission initiatives. Read more: https://exxonmobil.co/3XH4JIG",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1618678483760123904,"🆕 $560M investment moves construction forward on the largest renewable diesel facility in Canada.
  
 

  This investment by our majority-owned affiliate @ImperialOil will deliver up to 20K barrels of renewable diesel a day at production start-up in ’25. 
  https://t.co/XSvq0EIO58 https://t.co/TMu8Fbf7fi",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
_ZQWfj2L3Bs,"Transportation makes up 23% of the world’s energy-related CO₂ emissions, and more than half of that comes from heavy transportation like trucks, planes, and ships. 
  
 

  Subscribe now: https://www.youtube.com/user/exxonmobil?sub_confirmation=1
  
 

  Heavy transportation needs big solutions for reducing emissions. We’re working to supply the energy the world needs today, while producing solutions like lower-emission fuels for tomorrow.
  
 

  Learn more at https://www.exxonmobil.com/fuels.
  
 

  Learn how we're advancing climate solutions so the world can keep moving towards a net-zero future:
  https://energyfactor.exxonmobil.com/insights/the-future-of-lower-emission-transportation-fuels/ 
  
 

  Follow ExxonMobil for the latest updates on sustainable energy solutions:
  LinkedIn: https://www.linkedin.com/company/exxonmobil/ 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
9wtWAjg1cg4,"More miles, fewer emissions? Discover the lower-emission fuel alternatives ExxonMobil is working on to help power the future of transportation.
  
 

  Subscribe now: https://www.youtube.com/user/exxonmobil?sub_confirmation=1
  
 

  Whether it’s in our neighborhoods or around the world, more people and more goods are moving faster than ever before – by cars, trucks, ships and planes. Meeting global transportation needs while managing emissions requires multiple solutions. ExxonMobil takes a comprehensive, science-based approach to drive efficiencies to ultimately help decarbonize transportation.
  
 

  Learn more at https://www.exxonmobil.com/fuels.
  
 

  Learn how we're advancing climate solutions so the world can keep moving towards a net-zero future:
  https://energyfactor.exxonmobil.com/insights/the-future-of-lower-emission-transportation-fuels/ 
  
 

  Discover the lower-emission fuel alternatives ExxonMobil is working on to help power the future of transportation.
  Automotive: https://corporate.exxonmobil.com/Energy-and-innovation/Lower-emission-transportation/Automotive 
  Trucking: https://corporate.exxonmobil.com/Energy-and-innovation/Lower-emission-transportation/Trucking
  Aviation: https://corporate.exxonmobil.com/Energy-and-innovation/Lower-emission-transportation/Aviation  
  Shipping: https://corporate.exxonmobil.com/Energy-and-innovation/Lower-emission-transportation/Shipping 
  
 

  Follow ExxonMobil for the latest updates on sustainable energy solutions:
  LinkedIn: https://www.linkedin.com/company/exxonmobil/ 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
925007000949719_5782285378555166,"Heavy industry, like manufacturing, steel, cement and power generation, has historically come with heavy emissions. But we're working to change that. 🏗️ 🏭 We're awarding another contract for our future #hydrogen facility in Baytown, TX. Because hydrogen is an affordable and reliable source of energy that can power our operations and our customers’ businesses from heavy-duty trucking to steel manufacturing. A hydrogen powered future is good for heavy industry and good for lower-emissions. ⚡️ In Baytown, we’re not just producing #hydrogen. We plan to capture 98% of our own CO2 emissions through carbon capture and storage (#CCS). This makes Baytown the largest low-carbon hydrogen project in the world at planned startup. Read more: https://exxonmobil.co/3XPtpyv",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
925007000949719_5786199648163739,"📢FY 2022 #XOM earnings were released this morning. Our employees’ hard work enabled us to deliver industry-leading operating and financial results and shareholder returns in 2022. While our results clearly benefited from a favorable market, the counter-cyclical investments we made before and during the pandemic provided the energy and products people needed as economies began recovering and supplies became tight. We leaned in when others leaned out. Our plan for 2023 calls for further progress on our strategic objectives, which include leading the industry in safety, operating, and financial performance. We will continue to invest in our advantaged projects to deliver profitable growth, help meet society’s needs, and reduce emissions in our operations, while providing innovative solutions that help others reduce theirs. Read the full breakdown here: https://exxonmobil.co/3Jy6Qds",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
925007000949719_5818276701622700,"Across West Texas and Southeast New Mexico, we’re growing our production in the Permian Basin to help meet the world’s energy needs: 🛢️560K oil-equivalent barrels per day in production capacity in the fourth quarter of ’22 📊 ~50% of our net U.S. oil and gas production in ’22 ⛔Zero routine flaring for operated assets in line with World Bank's Zero Routine Flaring Initiative achieved in ’22 With plans for more over the next seven years. 🌵 ☀️ Learn about our work in the Permian Basin: https://exxonmobil.co/3RR6wsh #energysupply",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1628137584021934115,"What is the est. loss per turbine/year of each unplanned failures, in terms of repairs, spare parts and up to 7 days worth of lost production? Click to learn how ExxonMobil can help. https://t.co/HZkG13lvNf",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1628068870115274765,"#Carboncapture and storage is a crucial technology in helping society meet its net-zero ambitions. We’re developing #CCS facilities across multiple operations to help offset industrial emissions. Learn more about our work in CCS. 👇
  https://t.co/CoIIakiCWW https://t.co/CqkLvfipAb",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1628432817603465216,"The key to keeping wind turbines running smoothly? Lubricants. 
  We followed some of Canada’s foremost wind #energy researchers @windenergycan to the top to see these lubricants in action. 🤳
  
 

  Check out the views. 🌬 
  https://t.co/7nyVoa7MlL https://t.co/DfroY4gstb",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1630600801184890881,"📣 Investments continue in low-carbon #hydrogen and ammonia. See what we’re doing to support our customers’ decarbonization projects around the world. 👇 
  https://t.co/ma2qagEQz1 https://t.co/gPVqMLB42S",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1631036197823807488,Our team recently attended the groundbreaking ceremony for the @ExxonMobil Huizhou Ethylene project in #China. We look forward to seeing the progress! https://t.co/7cvy5GTc7Y,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1631655799134068741,"Read this case study https://t.co/E2zCxEgFFb to learn how ExxonMobil is collaborating with the value chain to help customers create sustainable packaging solutions using the latest performance resins.
  
 

  #resins #packaging https://t.co/Jgondd2t8l",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
V7vkFBZYQIg,Full PE laminated solutions with Exceed™ XP and Enable™ performance PE polymers offer equal or beter performance than conventional structures and enhance recyclability in communities with collection and recycling facilities in place. Learn more: https://www.exxonmobilchemical.com/en/resources/value-chain-collaborations/reifenhauser?utm_source=youtube&utm_medium=social&utm_campaign=chemical_kshow&utm_content=57192,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
xfa4ofj7mIM,Learn how Univolt paraffinic transformer oils are formulated to improve performance and extend transformer life and decrease sludge formation. Learn more: https://www.exxonmobilchemical.com/en/products/transformer-oils?utm_source=youtube&utm_medium=social&utm_campaign=fluids_univolt&utm_content=52706,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ZQBDMmDV91w,"Meeting the IMO’s ambitions to reduce carbon intensity of international shipping by at least 40% by 2030, moving to 70% by 2050 will require the development of new lower-emissions fuels (LEF). 
  
 

  Paving the LEF path is not an easy task. It requires collective cross-sector collaboration and effort from all stakeholders to ensure that the maritime industry addresses the scale of these goals. 
  
 

  Where do we go from here? Industry leaders from ExxonMobil, Lloyd’s Register, MAN ES, Whitaker Tankers and SeaRiver Maritime discuss the challenges of emission reduction, future fuels options and how legislation will play a key role. 
  
 

  Chapters:
  Outlining the challenges of GHG reduction [00:26-06:22]
  Future Fuel Options [06:22-11:23]
  Legislation is key [11:23-17:41]
  Supply and port infrastructure [17:41-20:25]
  Mitigating risk with new fuels [20:25-24:35]
  
 

  To read the latest from ExxonMobil on sustainability within shipping, click here: https://www.exxonmobil.com/en/marine/our-business/sustainability",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
bDtnqc39m3Q,Why do we say transformer oil with Paraffinic outperforms the traditional Naphthenic oils? Learn more: https://www.exxonmobilchemical.com/en/products/transformer-oils?utm_source=youtube&utm_medium=social&utm_campaign=fluids_univolt&utm_content=51980,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
925007000949719_5900777613372608,"⚡️ Working to produce energy and products to meet people’s needs and reduce greenhouse gas emissions. Our Chairman and CEO, Darren Woods, shared with Dan Yergin today at CERAWeek by IHS Markit how we’re working to produce critical energy and products to meet society’s evolving needs while reducing greenhouse gas emissions. “We have set a target of net zero in the Permian by 2030. And one of the points of doing that was to demonstrate to the world we can do both. The Permian is one of our fastest-growing production operations, and we’re reducing emissions. Just this year, we’ve reached zero routine flaring and we’re on track to get a net-zero position in the Permian by 2030 while we grow production to 1 million barrels per day.” We view success as working to solve the “and” equation, one in which we can produce the energy and products society needs – and – be a leader in reducing our own greenhouse gas emissions and those from others. Learn how reliable, secure energy supply can be maintained even as we all work to help the world progress to a lower-emission energy future. ☞ https://exxonmobil.co/3yjyios",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1636021236714094595,"Watch this video https://t.co/a0fAB1tVHa to learn how we teamed up
  with the value chain to create a stand up pouch with high oxygen barrier, unique optics, outstanding package integrity and sustainability benefits.
  
 

  #valuechain #packaging #sustainablesolutions https://t.co/K53oNrVq0Q",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1636384596525981696,"Let's meet at INDEX™23 conference at booth 2115 in Geneva! Explore how our broad portfolio of products can enable innovative solutions with sustainability benefits for hygiene &amp; personal care applications. https://t.co/Tq6G6i8Jdx
  
 

  #index23 #nonwovens #highloft #advancedrecycling https://t.co/xDQmHfjYRr",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
OurkruXAhVQ,"Effective servicing of wind turbine equipment is important to help reduce downtime and maintenance costs, and reduce the potential for repairs. In this video, you will see how effective and efficient cleaning of the entire mechanism matters and why ExxonMobil Actrel™ fluids with excellent solubility and low surface tension has the advanced cleaning power and wetting capabilities required that help to effectively remove old and hardening grease, while potentially improve wind power generation. Learn more: https://www.exxonmobilchemical.com/en/resources/library/library-detail/106457/asset?utm_source=youtube&utm_medium=social&utm_campaign=fluids_energy&utm_content=106457",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
vbi2gCFGxNs,"ExxonMobil Actrel™ fluids help to effectively remove old and harderning grease, while potentially improve wind power generation. In this video, you will see how effective Actrel is in cleaning by our laboratory testing and real world use. We used four samples: New and long-term used grease from Mobil; and also new and long-term used grease from other brands. Learn more: https://www.exxonmobilchemical.com/en/resources/library/library-detail/106449/wind_turbine_cleaning_fluid_lab_test_en?utm_source=youtube&utm_medium=social&utm_campaign=fluids_energy&utm_content=106449",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1640471533981253632,".@ExxonMobil volunteers recently delivered 1,000 liters of water for flood victims in #Mozambique. Thank you to everyone involved in this important effort. https://t.co/pNnYSZCFuq",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1641089658070216705,Exciting news! ExxonMobil is leading the way in collaborations across the value chain to help drive sustainable solutions to our customers. Learn more by going to our ExxonMobil Chemical YouTube playlist on value chain collaborations. https://t.co/5LXRXu4ZjJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1643356338670510088,ExxonMobil healthcare and medical solutions are the building blocks to engineer medical product innovation for today and tomorrow. Design with supply confidence by joining with us to develop new laboratory components and pharmaceutical packaging solutions. https://t.co/MkiN5LEkQJ https://t.co/JqBmlYEVUM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
925007000949719_5996748883775480,"Tackling climate change will take all of us. That was the main point our CEO, Darren Woods, shared with the Harvard Business School Club of Houston today. We’re one of the few companies with the scale and expertise to help society progress toward its net-zero goals. We take this responsibility seriously. Because about 80% of global energy-related CO₂ emissions come from heavy industry, electricity generation and commercial transportation, we’re focused on bringing solutions like carbon capture and storage, hydrogen and lower-emission fuels to ""hard to decarbonize"" sectors. As we apply our unique strengths to support a low-carbon future, we’re also building a compelling new business. And we believe the market for emissions reductions to achieve society’s net-zero goals could reach $14 trillion by 2050. Learn more about our Low Carbon Solutions business here: https://corporate.exxonmobil.com/what-we-do/delivering-industrial-solutions?sf176445755=1#TechnologyIndustrialscalesolutions",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
2joITNzWePo,"ExxonMobil and the Wind Energy Institute of Canada are working together to develop the next generation of wind lubricants. See how technicians monitor the turbines and service them with oil 260 feet above the ground.
  
 

  Subscribe now: https://www.youtube.com/user/exxonmobil?sub_confirmation=1
  
 

  Learn more about how the Wind Energy Institute of Canada and ExxonMobil are developing the next generation of wind lubricants. Listen in as Wind Turbine Technician Andy Doucette and Field Technician Advisor Andrea Williamson discuss how they service turbines to monitor lubricant and equipment performance. 
  
 

  Here’s a look at how lubricants can improve wind power:
  https://energyfactor.exxonmobil.com/energy-innovation/rd/wind-power-lubricants/
  
 

  Discover how we're advancing climate solutions so the world can keep moving towards a net-zero future:
  https://energyfactor.exxonmobil.com/reducing-emissions/carbon-capture-and-storage/
  
 

  Learn more about the importance of lubricants and how they contribute to wind energy:
  https://energyfactor.exxonmobil.com/energy-innovation/transportation/nine-things-about-lubricants/
  
 

  Follow ExxonMobil for the latest updates on advancing climate solutions:
  LinkedIn: https://www.linkedin.com/company/exxonmobil/ 
  Twitter: https://twitter.com/exxonmobil 
  Instagram: https://www.instagram.com/exxonmobil/ 
  Facebook: https://www.facebook.com/ExxonMobil/",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
